article_id,text,lang,truth
209,RT @flyingbeast320: All the best to the JEE aspirants. the one year of JEE prep in 2003 had taught me more than anything else in my life.,en,Fact
210,"RT @IndiaToday: 17-year-old student dies by suicide after not receiving NEET hall ticket
Read: https://t.co/rUu7Ur438s
#Pudhukottai #TamilN",en,Fake
211,"RT @hellodoctor23: JEE
NEET
SSC RAILWAYS
AND MANY MORE
THE EDUCATION OF OUR COUNTRY IS IN DANGER BECAUSE OF ANPADH GAWAR @PMOIndia @DrRPNis",en,Fake
212,"RT @RahulGandhi: Modi Govt is jeopardising India's future.

Arrogance is making them ignore the genuine concerns of the JEE-NEET aspirants",en,Fake
213,"RT @anubha1812: JEE NEET STUDENTS
you all are having confusion if a new Petition can be filed in SC or not after dismissal

Yes it can be a",en,Fake
214,"RT @11Petitioners: Dear @PiyushGoyal JI 
Also make sure that these trains are free of cost for #JEENEET students.",en,Fact
215,"RT @ABPNews: Corona Woes: Over 40% Students Skip #JEEMain Entrance Exam On Day 1 In Lucknow, Ludhiana

Details: https://t.co/fh3MMhXzNq htt",en,Fake
216,RT @ZarinaFatima: Ye neet jee ka mudda Modi jii ko actually samjh nahi aa raha...tabhi to silent hai education k maamlo mein...so sad that,en,Fake
217,RT @Manav_SS_Gupta: Mr. Mod! your ego will never allow you to listen to the voice of Nation..Now Dn't postpone the dates...let it be this w,en,Fake
218,"RT @IndiaToday: 17-year-old student dies by suicide after not receiving NEET hall ticket
Read: https://t.co/rUu7Ur438s
#Pudhukottai #TamilN",en,Fake
219,Amit shah making it a complete dictatorship,en,Fake
220,"RT @RajeshK93984705: #JEEMain #JEE @11Petitioners 
I am Rajesh Kumar, a covid positive student with no symptoms. I didn't marked myself as",en,Fact
221,"RT @Neerajkundan: ""NUMBER OF DOWNLOADS"" 
85-90% students don't want postponement of exams ?

Outcome :-
Ludhiana: Only 178 appear for #JEEM",en,Fact
222,RT @sarawgi_dimple: Atleast now plz stop faking ur so called SOPs. The thermal screening can not tell about covid becoz this is intially as,en,Fake
223,RT @ttindia: As many as 70 per cent of the students did not turn up on the first day of the Joint Entrance Examination (Main) in the two ce,en,Fake
224,"RT @Vivekpandey21: #JEEMain Centre: Aurum IT Park iDZ powai
These are the so called SOP's NTA 2qs talking about, They were celebrating yest",en,Fact
225,"RT @sourabh_k_l: Sop. In jee mains.... My own experience
#JEEMain https://t.co/LeeBZZXGAt",en,Fake
226,"RT @NandyAsmita: Cost to reach JEE Centre: Rs 25,000 https://t.co/lCjgpTPgVa",en,Fake
227,"RT @neetaspirant142: Outside TCS KOLKATA...
After today's last shift.
Please retweet...
#JEE2020 #JEEMain #JEENEET #JEE  #JEEMains2020 
@an",en,Fake
228,RT @Sujata1206: @narendramodi @PMOIndia  sir are seriously not aware for what's happening around you?? Wake up and postpone the rest jee an,en,Fake
229,"RT @Vivekpandey21: #JEEMain Centre: Aurum IT Park iDZ powai
These are the so called SOP's NTA 2qs talking about, They were celebrating yest",en,Fact
230,"RT @RahulGandhi: Modi Govt is jeopardising India's future.

Arrogance is making them ignore the genuine concerns of the JEE-NEET aspirants",en,Fake
231,"RT @TimesNow: JEE Main 2020: Aspirants skip first day of exam across India amid virus threat- a complete lookout.

https://t.co/2BzdSb7YR0",en,Fake
232,@twitCareerHelp sir kya 51.7 %ile mein jee advanced ke liye qualify hojayenge for sc category plz reply,en,Fact
233,"RT @anubha1812: @PMOIndia @DrRPNishank 

If you all would have taken decision in favour of students they would have not gone to court durin",en,Fact
234,"RT @Vivekpandey21: Hello @narendramodi @DrRPNishank . Open your eyes
And I hope @DG_NTA again will not say this is fake
As many as 70% of t",en,Fact
235,"RT @BPSA_DIRECTOR: #SpeakUpforSSCRailwaysStudends
#StopPrivatisation_SaveGovtJob
#SpeakUpForSSCRailwayStudents
Temple can be build in covid",en,Fake
236,"RT @ThePrintIndia: IITs wont lose if JEE is postponed. Delhi, Allahabad universities show the way

Dinesh Singh, former Vice-Chancellor of",en,Fact
237,"RT @KumbhareChetna: SOPs failure is clearly seen in JEE exam centres, no social distancing.Neet with 16 lakh students, single shift exam, w",en,Fake
238,"RT @BeingNatekar: BREAKING:
Out of 3020 students, 1356 students (44.90%) did not turn up for JEE exam in GALAXY FAME GUJARAT MODEL.

Howeve",en,Fact
239,"RT @donutmindmeee: @11Petitioners I have JEE exam on 3rd but my parents have told not to give exam as i have to give NEET as well
if i get",en,Fake
240,Send pics of Mumbai centres of today's JEE mains .,en,Fake
241,Cancel JEE NEET,en,Fake
242,"RT @news18dotcom: Some 45% candidates from Gujarat skipped the JEE, which began nationwide.

#JEE_NEET 

https://t.co/lvySvpBPfL",en,Fake
243,"RT @ThePrintIndia: IITs wont lose if JEE is postponed. Delhi, Allahabad universities show the way

Dinesh Singh, former Vice-Chancellor of",en,Fact
244,"RT @BPSA_DIRECTOR: 44% aspirants skip JEE (Main) entrance on Day 1 !
This new also just validates Dr. @Swamy39 statement. The PM should imm",en,Fact
245,"RT @Mr_AnonymousX1: JEE was not held in Rajasthan, Punjab and in other Congress ruled states as the respective CMs put DMA in the states .",en,Fact
246,"RT @ABPNews: Corona Woes: Over 40% Students Skip #JEEMain Entrance Exam On Day 1 In Lucknow, Ludhiana

Details: https://t.co/fh3MMhXzNq htt",en,Fake
247,"RT @ThePrintIndia: IITs wont lose if JEE is postponed. Delhi, Allahabad universities show the way

Dinesh Singh, former Vice-Chancellor of",en,Fact
248,"RT @DrGauravGarg4: NEET &amp; JEE students don't wish to write exams but government is forcing them to.

SSC &amp; Railway students want to write e",en,Fake
249,"Reliable Institute, Kota Announces Free LIVE Digital Classes For Class 11th JEE Aspirants.

Listen to Ayush Goyal ( https://t.co/v9ZmoC0Yeb",en,Fact
250,"RT @Nher_who: So Parliament will not have QUESTION Hour session due to COVID

but student will have to give NEET JEE exams despite COVID

W",en,Fake
251,"RT @RajeshK93984705: #JEEMain #JEE @11Petitioners 
I am Rajesh Kumar, a covid positive student with no symptoms. I didn't marked myself as",en,Fact
252,"RT @Tweeter_wapsi: Gazab ch*tiya log hain..
No parents want to waste 1 important academic year of their child..
The people I talked to were",en,Fake
253,"RT @IndiaToday: 17-year-old student dies by suicide after not receiving NEET hall ticket
Read: https://t.co/rUu7Ur438s
#Pudhukottai #TamilN",en,Fake
254,"RT @ShekharGupta: IITs wont lose if JEE is postponed. Delhi, Allahabad universities show the way

Dinesh Singh, former Vice-Chancellor of",en,Fact
255,"RT @anubha1812: @PMOIndia @DrRPNishank 

If you all would have taken decision in favour of students they would have not gone to court durin",en,Fact
256,@tweetsbybhatia @ShekharGupta @RuhiTewari the Deserving candiadtes appeared ! If you are well aware of JEE exam the https://t.co/OYl8PBK6HA,en,Fact
257,"RT @neetaspirant142: Outside TCS KOLKATA...
After today's last shift.
Please retweet...
#JEE2020 #JEEMain #JEENEET #JEE  #JEEMains2020 
@an",en,Fake
258,"RT @Nher_who: So Parliament will not have QUESTION Hour session due to COVID

but student will have to give NEET JEE exams despite COVID

W",en,Fake
259,"RT @RahulGandhi: Modi Govt is jeopardising India's future.

Arrogance is making them ignore the genuine concerns of the JEE-NEET aspirants",en,Fake
260,"RT @963Vijay: #SaveNEETStudents_Modiji
#plzSaveUs_NEETpostpone_modiji
@narendramodi
@PMOIndia
Please sir postpone jee neet https://t.co/AhQ",en,Fake
261,"RT @gayatri_nk: #NEETisSocial_Injustice
@narendramodi ji 
@DG_NTA
@DrRPNishank 
Please sir Don't crush dreams of students 
They have worked",en,Fact
262,"It's in your hands, you can save us, stop talking about toys, look no SOP were followed in jee showing picture of o https://t.co/0KDm1GOGXQ",en,Fake
263,Dear @sudhirchaudhary  sir if u have self-respect then u will support the truth &amp; u also analys JEE exm in ur show https://t.co/XDB0U0k4jC,en,Fact
264,"RT @Dharma2X: Dr. @Swamy39 jee :

Shri UV Swaminatha Iyer did great work for Tamil literature by collecting ancient &amp; rare Tamil manuscript",en,Fact
265,"RT @Lucky66275156: #JEEMain #JEEMain2020  #JEEMains2020 #JEEMains #JeeNeet2020 
here is my covid + report hide all my detail due to privacy",en,Fact
266,RT @Sonu66847354: Neet exam should  be postponed as 1600000 aspirants are going to take exam in one shift. When sops were not followed in m,en,Fake
267,RT @Nishant42397787: @ABPNews If 40% skip JEE mains entrance exam in Day 1 then what is the point of taking it.. For whom u r taking. @DrRP,en,Fake
268,RT @ManojbanjaraIYC: .@nsui activists are continue helping students and parents with providing them masks and sanitizers. You can tweet wit,en,Fact
269,"RT @RahulGandhi: Modi Govt is jeopardising India's future.

Arrogance is making them ignore the genuine concerns of the JEE-NEET aspirants",en,Fake
270,"RT @StayHumanIndia: Dr @Swamy39 ji

Corona blues: 44% aspirants skip JEE (Main) entrance on Day 1 

https://t.co/mFZWkklfui",en,Fake
271,"RT @news18dotcom: Some 45% candidates from Gujarat skipped the JEE, which began nationwide.

#JEE_NEET 

https://t.co/lvySvpBPfL",en,Fake
272,"RT @anubha1812: Bahut galat hua hai students ke saath 
COMPARTMENT 
FINAL YEAR MEDICAL FMG
JEE NEET NDA  AND OTHER ENTRANCE EXAMS 
and CA S",en,Fake
273,"RT @StayHumanIndia: Dr @Swamy39 ji

Corona blues: 44% aspirants skip JEE (Main) entrance on Day 1 

https://t.co/mFZWkklfui",en,Fake
274,@Arun_honestly @Swamy39 @Dharma2X Btw i got 83 percentile in my January jee exam :( is that soo bad? https://t.co/JcX8dFbaKo,en,Fake
275,"RT @StayHumanIndia: Dr @Swamy39 ji

Corona blues: 44% aspirants skip JEE (Main) entrance on Day 1 

https://t.co/mFZWkklfui",en,Fake
276,RT @ArindamRoycho14: Hello @DrRPNishank @narendramodi https://t.co/Uz1L7lcNIM,en,Fake
277,"RT @neet2020achieve: @LicypriyaK Movie: Jee - maut ka imtehaan
Directeor:  R.P. Nishank
Producer: Vineet Joshi
Written by: Allen Brother's",en,Fake
278,"RT @anubha1812: JEE NEET STUDENTS
you all are having confusion if a new Petition can be filed in SC or not after dismissal

Yes it can be a",en,Fake
279,"RT @PTI_News: Modi govt 'jeopardising' India's future, 'arrogance' making them ignore genuine concerns of #JEE, #NEET aspirants and demands",en,Fake
280,"RT @BikashK56583741: should I call this ""Karma""??
We should ask him again about jee neet postponement ,I am very sure he will say NEETJEE s",en,Fact
281,"Be it 2006 or now, the JEE exam day remains scary!",en,Fake
282,RT @Shreyatweets02: Why no transport facilities being provided by the state government as claimed by our beloved HRD MINISTER @DrRPNishank,en,Fact
283,"Yesterday cases and jee exams centre's seen 
Congra",en,Fake
284,"RT @Prasant06853516: Can you this human with world best ""Lie detector"" Please #SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain",en,Fact
285,"RT @Dharma2X: Dr @Swamy39 jee :

PMLA accused Mehul Choksi, Rana Kapoor, and Zakir Naik donated to Rajiv Gandhi Foundation and Rajiv Gandhi",en,Fake
286,"RT @anubha1812: @PMOIndia @DrRPNishank 

If you all would have taken decision in favour of students they would have not gone to court durin",en,Fact
287,RT @Neerajkundan: .@nsui activists are continue helping students and parents with providing them masks and sanitizers. You can tweet with #,en,Fact
288,"RT @neetaspirant142: Outside TCS KOLKATA...
After today's last shift.
Please retweet...
#JEE2020 #JEEMain #JEENEET #JEE  #JEEMains2020 
@an",en,Fake
289,"RT @sourabh_k_l: Sop. In jee mains.... My own experience
#JEEMain https://t.co/LeeBZZXGAt",en,Fake
290,"RT @anubha1812: @PMOIndia @DrRPNishank 

If you all would have taken decision in favour of students they would have not gone to court durin",en,Fact
291,"RT @MahipalRathore: Lakhs of #JEE and #NEET aspirants who DO NOT want to give the exam are being forced to appear for it, while CRORES who",en,Fake
292,"RT @ThePrintIndia: IITs wont lose if JEE is postponed. Delhi, Allahabad universities show the way

Dinesh Singh, former Vice-Chancellor of",en,Fact
293,"RT @_yashasawa_: Out of 3324 students 1348 were absent in Rajasthan on first day of Jee main 
Source: @DainikBhaskar 
@justgetmbbs https://",en,Fake
294,RT @ArindamRoycho14: Hello @DrRPNishank @narendramodi,en,Fake
295,RT @Swamy39: Dr Subramanian Swamy - Latest Developments on SSR Murder Mystery &amp; updates on NEET/JEE Exams https://t.co/dmkVz0gzoP,en,Fake
296,"RT @LicypriyaK: If there is any @Wikipedia contributor, plz create a Wikipedia page for this historic NEET JEE Resistance Movement by the s",en,Fact
297,"RT @ABPNews: Corona Woes: Over 40% Students Skip #JEEMain Entrance Exam On Day 1 In Lucknow, Ludhiana

Details: https://t.co/fh3MMhXzNq htt",en,Fake
298,"RT @RahulGandhi: Modi Govt is jeopardising India's future.

Arrogance is making them ignore the genuine concerns of the JEE-NEET aspirants",en,Fake
299,RT @StudyUmang: We are wit NEET and JEE students. #INDIAunitedtoPostponeNEET_JEE #ResignNishankPokhriyal #SpeakForRailwayStudents https://t,en,Fake
300,"RT @ThePrintIndia: IITs wont lose if JEE is postponed. Delhi, Allahabad universities show the way

Dinesh Singh, former Vice-Chancellor of",en,Fact
301,"RT @ErappaphilipRaj: Extordinory BGM By @MusicThaman  jee.. Iragadeesav...Anthe.. Thankyou..
And love u...SATYAMEVA JAYATHE....",en,Fact
302,"RT @AbhishBanerj: JEE exam controversy is a portal that shows why the elite left misunderstands average Indians.

And why the leftist disco",en,Fake
303,RT @ttindia: As many as 70 per cent of the students did not turn up on the first day of the Joint Entrance Examination (Main) in the two ce,en,Fake
304,"RT @Vivekpandey21: Hello @narendramodi @DrRPNishank . Open your eyes
And I hope @DG_NTA again will not say this is fake
As many as 70% of t",en,Fact
305,RT @LicypriyaK: Then what is this? https://t.co/aZz3B1D2r6,en,Fake
306,RT @LicypriyaK: Then what is this?,en,Fake
307,"RT @StayHumanIndia: Dr @Swamy39 ji

Corona blues: 44% aspirants skip JEE (Main) entrance on Day 1 

https://t.co/mFZWkklfui",en,Fake
308,RT @neerajnirwals: SOP again &amp; again failed !!  Please postpone NEET &amp; JEE !! Sawal lakho students ka hai sir #NEETisSocial_Injustice #PMOf,en,Fake
309,"RT @11Petitioners: yes our petition has been rejected but atleast we came frwd nd take steps 
one more thing frnd after that rejected petit",en,Fake
310,"RT @IndiaToday: 17-year-old student dies by suicide after not receiving NEET hall ticket
Read: https://t.co/rUu7Ur438s
#Pudhukottai #TamilN",en,Fake
311,"RT @RuchiraC: Rs. 25,000 for transportation to appear for JEE exam. 

Several families forced to spend high amounts so that their children",en,Fake
312,"RT @BPSA_DIRECTOR: #SpeakUpforSSCRailwaysStudends
#StopPrivatisation_SaveGovtJob
#SpeakUpForSSCRailwayStudents
Temple can be build in covid",en,Fake
313,"RT @anubha1812: JEE NEET STUDENTS
you all are having confusion if a new Petition can be filed in SC or not after dismissal

Yes it can be a",en,Fake
314,RT @11Petitioners: Please mention @11Petitioners primarily in @Wikipedia page as we are the initiator of this movement.,en,Fact
315,RT @Josh16815926: @LicypriyaK @PMOIndia Thank you sister plzzz neet And jee postponed,en,Fact
316,"RT @11Petitioners: yes our petition has been rejected but atleast we came frwd nd take steps 
one more thing frnd after that rejected petit",en,Fake
317,"RT @RahulGandhi: Modi Govt is jeopardising India's future.

Arrogance is making them ignore the genuine concerns of the JEE-NEET aspirants",en,Fake
318,"RIP SOP
PLEASE AT LEAST NOW POSTPONE NEET PLEASE 
#NEETisSocial_Injustice 
#neetpostpone
#neet2020postpone https://t.co/CP6POp2DjE",en,Fact
319,"RT @ThePrintIndia: IITs wont lose if JEE is postponed. Delhi, Allahabad universities show the way

Dinesh Singh, former Vice-Chancellor of",en,Fact
